Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
20, 64, 128, 2, 1024, 20.1257, 112.237, N/A, 18.7221, 18.7293, 0.74333, 167.995, 8, 8, 1, 1, 1, 1, 27.2641, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.4008, 111.114, N/A, 13.9311, 13.9328, 0.52643, 130.202, 8, 8, 1, 1, 1, 1, 34.1435, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.7934, 101.493, N/A, 11.9688, 11.9692, 0.491286, 132.059, 16, 8, 1, 1, 1, 1, 33.7253, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4856, 139.135, N/A, 15.4838, 15.4855, 0.509867, 123.221, 4, 8, 1, 1, 1, 1, 35.8126, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4856, 139.135, N/A, 15.4838, 15.4855, 0.509867, 123.221, 4, 8, 1, 1, 1, 1, 35.8126, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.1215, 82.3262, N/A, 16.9602, 16.962, 0.577649, 135.22, 4, 16, 1, 1, 1, 1, 33.0367, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.5096, 64.6965, N/A, 19.9132, 19.9149, 0.713232, 158.585, 4, 32, 1, 1, 1, 1, 28.7041, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 26.0316, 58.8732, N/A, 25.819, 25.8207, 0.983118, 203.523, 4, 64, 1, 1, 1, 1, 22.9225, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 29.7448, 57.681, N/A, 37.6306, 37.6323, 1.52537, 289.081, 4, 128, 1, 1, 1, 1, 16.5685, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.8971, 20.9224, N/A, 16.2819, 16.2823, 0.696596, 166.852, 16, 64, 1, 1, 1, 1, 27.4312, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.1215, 82.3262, N/A, 16.9602, 16.962, 0.577649, 135.22, 4, 16, 1, 1, 1, 1, 33.0367, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.9782, 63.392, N/A, 13.2484, 13.2501, 0.40551, 102, 4, 18, 1, 1, 1, 1, 23.6626, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.1587, 63.4846, N/A, 13.7244, 13.7261, 0.427203, 106.225, 4, 19, 1, 1, 1, 1, 24.1383, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.3391, 63.5772, N/A, 14.2005, 14.2022, 0.449418, 110.413, 4, 20, 1, 1, 1, 1, 24.5901, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.9782, 63.392, N/A, 13.2484, 13.2501, 0.40551, 102, 4, 18, 1, 1, 1, 1, 23.6626, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.9782, 63.392, N/A, 13.2484, 13.2501, 0.40551, 102, 4, 18, 1, 1, 1, 1, 23.6626, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.1587, 63.4846, N/A, 13.7244, 13.7261, 0.427203, 106.225, 4, 19, 1, 1, 1, 1, 24.1383, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.7978, 63.2992, N/A, 12.7723, 12.774, 0.383296, 97.7361, 4, 17, 1, 1, 1, 1, 23.1604, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.7978, 63.2992, N/A, 12.7723, 12.774, 0.383296, 97.7361, 4, 17, 1, 1, 1, 1, 23.1604, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.3391, 63.5772, N/A, 14.2005, 14.2022, 0.449418, 110.413, 4, 20, 1, 1, 1, 1, 24.5901, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4436, 64.821, N/A, 35.8406, 35.8423, 3.07857, 174.142, 4, 20, 1, 1, 1, 1, 16.5002, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4436, 64.821, N/A, 35.8406, 35.8423, 3.07857, 174.142, 4, 20, 1, 1, 1, 1, 16.5002, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 23.9563, 82.406, N/A, 29.5975, 29.5992, 2.46484, 147.597, 4, 12, 1, 1, 1, 1, 22.9443, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.367, 82.6168, N/A, 31.6725, 31.6742, 2.66892, 157.114, 4, 13, 1, 1, 1, 1, 23.5176, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.367, 82.6168, N/A, 31.6725, 31.6742, 2.66892, 157.114, 4, 13, 1, 1, 1, 1, 23.5176, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 15.9995, 54.1204, N/A, 23.6134, 23.6143, 2.05677, 133.26, 8, 13, 1, 1, 1, 1, 27.1883, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.6499, 54.4657, N/A, 26.7972, 26.7981, 2.37175, 149.006, 8, 15, 1, 1, 1, 1, 28.4407, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.1836, 44.9382, N/A, 23.635, 23.6354, 2.16549, 150.195, 16, 16, 1, 1, 1, 1, 30.1226, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.6061, 83.2601, N/A, 37.8974, 37.8991, 3.28399, 185.111, 4, 16, 1, 1, 1, 1, 24.9843, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.9012, 139.532, N/A, 29.583, 29.5847, 2.46555, 148.979, 4, 8, 1, 1, 1, 1, 30.34, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 30.2131, 3947.55, N/A, 22.3078, 22.3095, 1.74936, 115.85, 4, 1, 1, 1, 1, 1, 37.7618, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 46.9564, 65.5085, N/A, 154.298, 154.3, 14.7409, 633.789, 4, 128, 1, 1, 1, 1, 7.82717, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 34.0125, 62.8489, N/A, 87.7836, 87.7853, 8.19339, 385.019, 4, 64, 1, 1, 1, 1, 12.6398, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.1986, 32.5326, N/A, 55.0877, 55.0886, 5.1609, 268.652, 8, 64, 1, 1, 1, 1, 17.7429, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 27.7244, 32.6991, N/A, 90.6857, 90.6865, 8.67073, 407.903, 8, 128, 1, 1, 1, 1, 11.9631, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.2069, 37.5457, N/A, 37.2887, 37.2895, 3.40846, 195.258, 8, 32, 1, 1, 1, 1, 23.8043, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.9803, 54.6511, N/A, 28.3891, 28.39, 2.53096, 156.783, 8, 16, 1, 1, 1, 1, 28.9975, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.6499, 54.4657, N/A, 26.7972, 26.7981, 2.37175, 149.006, 8, 15, 1, 1, 1, 1, 28.4407, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.6499, 54.4657, N/A, 26.7972, 26.7981, 2.37175, 149.006, 8, 15, 1, 1, 1, 1, 25.3749, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 15.1796, 35.9618, N/A, 22.2519, 22.2528, 1.92122, 124.244, 8, 18, 1, 1, 1, 1, 17.5212, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 23.8338, 64.5131, N/A, 32.7263, 32.7281, 2.77175, 160.293, 4, 18, 1, 1, 1, 1, 14.3667, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4436, 64.821, N/A, 35.8406, 35.8423, 3.07857, 174.142, 4, 20, 1, 1, 1, 1, 14.9304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 28.1322, 66.6694, N/A, 54.5262, 54.5279, 4.92088, 254.098, 4, 32, 1, 1, 1, 1, 17.3915, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 34.0125, 62.8489, N/A, 87.7836, 87.7853, 8.19339, 385.019, 4, 64, 1, 1, 1, 1, 12.0337, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.9012, 139.532, N/A, 29.583, 29.5847, 2.46555, 148.979, 4, 8, 1, 1, 1, 1, 27.0678, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 23.9563, 82.406, N/A, 29.5975, 29.5992, 2.46484, 147.597, 4, 12, 1, 1, 1, 1, 20.4524, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.6061, 83.2601, N/A, 37.8974, 37.8991, 3.28399, 185.111, 4, 16, 1, 1, 1, 1, 22.7223, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.0676, 66.055, N/A, 30.6676, 30.6693, 1018.39, 190.811, 4, 16, 1, 1, 1, 1, 22.161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.9253, 52.5247, N/A, 26.8991, 26.9008, 871.016, 166.85, 4, 18, 1, 1, 1, 1, 13.9111, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.7779, 52.4517, N/A, 25.6633, 25.6649, 822.785, 159.534, 4, 17, 1, 1, 1, 1, 13.6202, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.8207, 52.962, N/A, 34.3144, 34.3161, 1160.39, 209.725, 4, 24, 1, 1, 1, 1, 15.3629, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.2102, 26.9422, N/A, 23.0247, 23.0255, 788.448, 159.531, 8, 24, 1, 1, 1, 1, 19.2288, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.2102, 26.9422, N/A, 23.0247, 23.0255, 788.448, 159.531, 8, 24, 2, 1, 1, 1, 19.2288, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.6425, 40.0207, N/A, 22.5552, 22.556, 770.377, 159.574, 8, 16, 1, 1, 1, 1, 25.6305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.1811, 39.7748, N/A, 18.869, 18.8698, 626.272, 135.6, 8, 13, 1, 1, 1, 1, 23.6712, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.4738, 65.7568, N/A, 25.7899, 25.7916, 827.733, 161.879, 4, 13, 1, 1, 1, 1, 20.5888, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 48.1351, 55.8545, N/A, 233.674, 233.676, 8942.45, 1184.92, 4, 256, 1, 1, 1, 1, 4.17515, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.6989, 8.42413, N/A, 33.2754, 33.2755, 1255.61, 349.881, 128, 256, 1, 1, 1, 1, 13.1184, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 10.2137, 8.99511, N/A, 39.7399, 39.7401, 1502.4, 336.636, 64, 256, 1, 1, 1, 1, 13.5798, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.8137, 10.7537, N/A, 52.669, 52.6692, 1997.84, 362.951, 32, 256, 1, 1, 1, 1, 12.6928, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.17922, 8.50381, N/A, 31.3438, 31.3439, 1174.06, 272.547, 64, 200, 1, 1, 1, 1, 12.7857, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.00205, 9.26863, N/A, 26.7889, 26.789, 996.487, 266.175, 64, 128, 1, 1, 1, 1, 16.7053, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.00205, 9.26863, N/A, 26.7889, 26.789, 996.487, 266.175, 64, 128, 1, 1, 1, 1, 16.7053, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.7281, 14.2409, N/A, 46.5121, 46.5125, 1739.95, 306.996, 16, 128, 1, 1, 1, 1, 14.7399, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.9032, 962.245, N/A, 14.9973, 14.9977, 509.721, 130.04, 16, 2, 1, 1, 1, 1, 30.0832, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.0676, 66.055, N/A, 30.6676, 30.6693, 1018.39, 190.811, 4, 16, 1, 1, 1, 1, 22.161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.9253, 52.5247, N/A, 26.8991, 26.9008, 871.016, 166.85, 4, 18, 1, 1, 1, 1, 13.9111, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.2217, 52.6706, N/A, 29.3709, 29.3726, 967.475, 181.322, 4, 20, 1, 1, 1, 1, 14.4458, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.1234, 53.1075, N/A, 36.7862, 36.7879, 1256.85, 223.702, 4, 26, 1, 1, 1, 1, 15.7608, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 20.0456, 53.5453, N/A, 44.2015, 44.2032, 1546.66, 264.936, 4, 32, 1, 1, 1, 1, 16.7733, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 12.0445, 27.3695, N/A, 29.7344, 29.7352, 1050.61, 200.608, 8, 32, 1, 1, 1, 1, 21.2585, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.54936, 18.8243, N/A, 22.5008, 22.5013, -1.77483e+06, 175.083, 16, 32, 1, 1, 1, 1, 23.7819, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.54936, 18.8243, N/A, 22.5008, 22.5013, -1.77483e+06, 175.083, 16, 32, 1, 1, 1, 1, 23.7819, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.54936, 18.8243, N/A, 22.5008, 22.5013, -1.77483e+06, 175.083, 16, 32, 1, 1, 1, 1, 23.7819, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.6425, 40.0207, N/A, 22.5552, 22.556, 770.377, 159.574, 8, 16, 1, 1, 1, 1, 25.6305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.6425, 40.0207, N/A, 22.5552, 22.556, 770.377, 159.574, 8, 16, 1, 1, 1, 1, 25.6305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 12.0445, 27.3695, N/A, 29.7344, 29.7352, 1050.61, 200.608, 8, 32, 1, 1, 1, 1, 21.2585, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 9.54936, 18.8243, N/A, 22.5008, 22.5013, 802.641, 175.083, 16, 32, 1, 1, 1, 1, 23.7819, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 20.0456, 53.5453, N/A, 44.2015, 44.2032, 1546.66, 264.936, 4, 32, 1, 1, 1, 1, 16.7733, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 13.3736, 23.9589, N/A, 44.0928, 44.0936, 1611.07, 278.818, 8, 64, 1, 1, 1, 1, 16.0428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 11.6425, 40.0207, N/A, 22.5552, 22.556, 770.377, 159.574, 8, 16, 1, 1, 1, 1, 25.6305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.0676, 66.055, N/A, 30.6676, 30.6693, 1018.39, 190.811, 4, 16, 1, 1, 1, 1, 22.161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.9253, 52.5247, N/A, 26.8991, 26.9008, 871.016, 166.85, 4, 18, 1, 1, 1, 1, 13.9111, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.2779, 65.6581, N/A, 24.164, 24.1657, 764.284, 152.048, 4, 12, 1, 1, 1, 1, 19.9783, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.0676, 66.055, N/A, 30.6676, 30.6693, 1018.39, 190.811, 4, 16, 1, 1, 1, 1, 22.161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.0676, 66.055, N/A, 30.6676, 30.6693, 1018.39, 190.811, 4, 16, 1, 1, 1, 1, 22.161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 19.0676, 66.055, N/A, 30.6676, 30.6693, 1018.39, 190.811, 4, 16, 1, 1, 1, 1, 26.7871, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.314, 52.7699, N/A, 30.1089, 30.111, 953.112, 161.369, 4, 16, 1, 1, 1, 1, 22.9826, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
